bild,diktnummer,minnesanteckning,poang_officiell,poang_alla,kommentar,confidence,ovrig_text
P1159196.JPG,2,Sitter vid fönstret fingarna,2,2,,0.4,Jonas läser dikter
P1159196.JPG,3,Tig med något,2,2,,0.4,Jonas läser dikter
P1159196.JPG,4,Im lutband nåt i nåpot,4,4,Bra uppläst!,0.3,Jonas läser dikter
P1159196.JPG,5,Starkhandströmer 3,3,3,Fantasi!,0.3,Jonas läser dikter
P1159196.JPG,6,Ströktycken,4,4,Rolig,0.3,Jonas läser dikter
P1159196.JPG,7,Lekabelit,4,4,,0.3,Jonas läser dikter
P1159196.JPG,8,Supmodets kierr silit,4,4,,0.25,Jonas läser dikter
P1159198.JPG,1,"Cormys rosa, /",2.5,2.5,,0.6,Jonas läser dikter. Delis A1
P1159198.JPG,2,Vördna,3,3,,0.6,Jonas läser dikter. Delis A1
P1159198.JPG,3,nocent,4,4,,0.5,Jonas läser dikter. Delis A1
P1159198.JPG,4,Löjpar besök,4.2,4.2,,0.55,Jonas läser dikter. Delis A1
P1159198.JPG,5,Let,3.7,3.7,,0.55,Jonas läser dikter. Delis A1
P1159198.JPG,6,,4.5,4.5,,0.65,Jonas läser dikter. Delis A1
P1159198.JPG,7,,4.8,4.8,,0.65,Jonas läser dikter. Delis A1
P1159198.JPG,8,,5,5,Rolig! =),0.65,Jonas läser dikter. Delis A1
P1159200.JPG,1,,2,2,Högt tempo,0.8,Jonas läser dikter
P1159200.JPG,2,,2,2,Mycket ord högt tempo,0.75,Jonas läser dikter
P1159200.JPG,3,,3,3,,0.85,Jonas läser dikter
P1159200.JPG,4,,3.5,3.5,"Mycket bra humor, ironiskt",0.75,Jonas läser dikter
P1159200.JPG,5,,2.5,2.5,,0.6,Jonas läser dikter
P1159200.JPG,6,,3.5,3.5,Bra humor ordlek,0.7,Jonas läser dikter
P1159200.JPG,7,,3,3,Vackra tankar,0.8,Jonas läser dikter
P1159200.JPG,8,,3,3,,0.8,Jonas läser dikter
P1159199.JPG,1,II,2,2,"Lite spretig men lustig, julklappsrim",0.4,Jonas läser dikter
P1159199.JPG,2,II½-,2.5,2.5,,0.35,Jonas läser dikter
P1159199.JPG,3,II½,2.5,2.5,Söt!,0.35,Jonas läser dikter
P1159199.JPG,4,III½,3.5,3.5,Kul!,0.3,Jonas läser dikter
P1159199.JPG,5,IIII,4,4,Bra vändning,0.3,Jonas läser dikter
P1159199.JPG,6,VII,4,4,,0.3,Jonas läser dikter
P1159199.JPG,7,IIII½,4.5,4.5,Romantisk. Superbra.,0.3,Jonas läser dikter
P1159199.JPG,8,IIII½,4.5,4.5,Det är bra! Lekfullt! Allvar?,0.25,Jonas läser dikter
P1159201.JPG,1,UFO,"4,5","4,5","Som en saga, rolig",0.6,Jonas läser dikter
P1159201.JPG,2,väntade alla år,"3,8","3,8",fin,0.7,Jonas läser dikter
P1159201.JPG,3,Recept,"3,7","3,7",Bra scenspråk,0.6,Jonas läser dikter
P1159201.JPG,4,Lättbeso,"4,2","4,2",Bra scenspråk,0.5,Jonas läser dikter
P1159201.JPG,5,Hela havet stormar,"4,3","4,3",Änu bättre scenspråk,0.6,Jonas läser dikter
P1159201.JPG,6,Språngpolisen,3,3,,0.6,Jonas läser dikter
P1159201.JPG,7,Kö 1,"3,8","3,8",,0.6,Jonas läser dikter
P1159201.JPG,8,Micka går,"4,5","4,5",,0.5,Jonas läser dikter
P1159203.JPG,1,Kiss VFO,2,2,Rytmen känns lite off,0.7,Jonas läser dikter
P1159203.JPG,2,Väntan,"3,2","3,2",Fin! Gillar rytmen,0.65,Jonas läser dikter
P1159203.JPG,3,Recept,"2,5","2,5",,0.75,Jonas läser dikter
P1159203.JPG,4,Godolat humor,"3,4","3,4","Snygga rim, bra rytm",0.6,Jonas läser dikter
P1159203.JPG,5,Hela bad stormar,4,4,Wow! Häftig.,0.6,Jonas läser dikter
P1159203.JPG,6,Sträktpolis,3,3,,0.65,Jonas läser dikter
P1159203.JPG,7,Kärck,2,2,,0.6,Jonas läser dikter
P1159203.JPG,8,SLÅ,"3,8","3,8",,0.65,Jonas läser dikter
P1159202.JPG,1,"ur en diktsamling, mandel sen, älskat, bra rim, fyndig","4,2","4,2","bra fyndigt, bra rim",0.55,"Allt var förbe bra! Lycka till i Stockholm, Jonas läser dikter"
P1159202.JPG,2,"Växt, krisbrite, 13,5 miljoner, bra h... hundar","3,5","3,5",fin,0.45,"Allt var förbe bra! Lycka till i Stockholm, Jonas läser dikter"
P1159202.JPG,3,"kered, DU","3,2","3,2",,0.4,"Allt var förbe bra! Lycka till i Stockholm, Jonas läser dikter"
P1159202.JPG,4,"lärarbesökt, masomit, hida huset stör, barn o ohysna, hem o ohysna",4,4,"bra med dialogen, rolig gester",0.45,"Allt var förbe bra! Lycka till i Stockholm, Jonas läser dikter"
P1159202.JPG,5,"språkpalism, tack",3,3,,0.5,"Allt var förbe bra! Lycka till i Stockholm, Jonas läser dikter"
P1159202.JPG,6,"hida huset stör, barnafoster, tack",4,4,Bra,0.4,"Allt var förbe bra! Lycka till i Stockholm, Jonas läser dikter"
P1159202.JPG,7,"hök av höguman, t kö",3,3,,0.45,"Allt var förbe bra! Lycka till i Stockholm, Jonas läser dikter"
P1159202.JPG,8,"bretos, åla m...","4,5","4,5",bra ordvits + bra avslut,0.5,"Allt var förbe bra! Lycka till i Stockholm, Jonas läser dikter"
P1159205.JPG,1,Träslöjden,2,2,,0.45,"Jonas läser dikter
Darlu fantastiskt... (kantanteckning i turkos/grön)"
P1159205.JPG,2,Fröken,2,2,Mer melodi och tempo för tryck av mening,0.4,"Jonas läser dikter
Darlu fantastiskt... (kantanteckning i turkos/grön)"
P1159205.JPG,3,Recept,3.5,3.5,Kul och fin. Bra tempo.,0.45,"Jonas läser dikter
Darlu fantastiskt... (kantanteckning i turkos/grön)"
P1159205.JPG,4,Epidemi!,3.5,3.5,Väl i sin dramaturgi,0.45,"Jonas läser dikter
Darlu fantastiskt... (kantanteckning i turkos/grön)"
P1159205.JPG,5,Uthuset stämmer,4,4,Väckte känslor. Den bra sorten!,0.4,"Jonas läser dikter
Darlu fantastiskt... (kantanteckning i turkos/grön)"
P1159205.JPG,6,Ordpolerna,3.7,3.7,"Fånigt, finurlig och kul.",0.35,"Jonas läser dikter
Darlu fantastiskt... (kantanteckning i turkos/grön)"
P1159205.JPG,7,Min vardag,2.5,2.5,Starkt avslut däremot.,0.5,"Jonas läser dikter
Darlu fantastiskt... (kantanteckning i turkos/grön)"
P1159205.JPG,8,Slagsmål,3,3,Intelligent,0.45,"Jonas läser dikter
Darlu fantastiskt... (kantanteckning i turkos/grön)"
P1159207.JPG,1,,3,3,Rolig,0.8,Jonas läser dikter
P1159207.JPG,2,,5,5,Vilken häftig tillbakablick!,0.75,Jonas läser dikter
P1159207.JPG,3,,2,2,Lite tråkig,0.75,Jonas läser dikter
P1159207.JPG,4,,5,5,Roligaste jag har hört!,0.65,Jonas läser dikter
P1159207.JPG,5,5 på samma det,4,4,Spännande,0.6,Jonas läser dikter
P1159207.JPG,6,,5,5,Häftiga ordvitsar,0.65,Jonas läser dikter
P1159207.JPG,7,,3,3,Ganska kul,0.7,Jonas läser dikter
P1159207.JPG,8,,5,5,Så roligt Jonas! Bäst!,0.65,Jonas läser dikter
P1159208.JPG,1,Psyket,2.5,2.5,,0.8,Jonas läser dikter
P1159208.JPG,2,Jag väntade,3.0,3.0,,0.8,Jonas läser dikter
P1159208.JPG,3,Recept,4.5,4.5,,0.85,Jonas läser dikter
P1159208.JPG,4,Nakartesök,2.8,2.8,,0.6,Jonas läser dikter
P1159208.JPG,5,Huvudstormar häpfärmer,1.5,1.5,,0.5,Jonas läser dikter
P1159208.JPG,6,Spökpokesin,3,3,,0.55,Jonas läser dikter
P1159208.JPG,7,Häla och dig,3.5,3.5,,0.65,Jonas läser dikter
P1159208.JPG,8,Berusad man,2.0,2.0,,0.8,Jonas läser dikter
P1159204.JPG,1,kanse ur ren dages... mdmer counter ferbla = fhin.,"3,2","3,2","Låt lite mer ledsen i början så matchar rösten ordern, nu lät du lite för glad.",0.35,Jonas läser dikter
P1159204.JPG,2,Tanker på all fades vantan mellan världarna.,"2,8","2,8",Förstod aldrig att du startade.,0.5,Jonas läser dikter
P1159204.JPG,3,Styrmsreft.,4,4,Bra flytt i orden. Fin rytmik.,0.5,Jonas läser dikter
P1159204.JPG,4,Glidde,"3,5","3,5","Rolig, teatralisk, bra kroppsspråk",0.4,Jonas läser dikter
P1159204.JPG,5,Havet,"4,7","4,7",Bäst. Den hade ett djuo som berör. Livets klockslag kan alla relatera till.,0.35,Jonas läser dikter
P1159204.JPG,6,Stenpelisen,"2,5","2,5","Rolig, kul med ordvitsar, lite göteborgsskämt-aura.",0.35,Jonas läser dikter
P1159204.JPG,7,Kär,3,3,,0.7,Jonas läser dikter
P1159204.JPG,8,Polla,"4,2","4,2",,0.7,Jonas läser dikter
P1159206.JPG,1,Kissa djpr.,3.2,3.2,Överraskar,0.55,Mach fantastiskt bycke Jonas läser dikter (namn/titel överst). Möjlig kantanteckning: 'god bokskap' eller liknande längst ner.
P1159206.JPG,2,Historia väntan,3,3,Dikten växte på mig.,0.5,Mach fantastiskt bycke Jonas läser dikter (namn/titel överst). Möjlig kantanteckning: 'god bokskap' eller liknande längst ner.
P1159206.JPG,3,Förjes dikt,3.7,3.7,Till Bebis hjärta,0.5,Mach fantastiskt bycke Jonas läser dikter (namn/titel överst). Möjlig kantanteckning: 'god bokskap' eller liknande längst ner.
P1159206.JPG,4,entusiaal,4.1,4.1,"Rolig, spännande, scenspråket!!",0.45,Mach fantastiskt bycke Jonas läser dikter (namn/titel överst). Möjlig kantanteckning: 'god bokskap' eller liknande längst ner.
P1159206.JPG,5,förklilla sis till livet,4.0,4.0,"intensivt, berörande",0.5,Mach fantastiskt bycke Jonas läser dikter (namn/titel överst). Möjlig kantanteckning: 'god bokskap' eller liknande längst ner.
P1159206.JPG,6,epnak,3.8,3.8,"ordvitsande, roligt, skådespelartalang",0.45,Mach fantastiskt bycke Jonas läser dikter (namn/titel överst). Möjlig kantanteckning: 'god bokskap' eller liknande längst ner.
P1159206.JPG,7,,3.9,3.9,Svindlande kärlek,0.5,Mach fantastiskt bycke Jonas läser dikter (namn/titel överst). Möjlig kantanteckning: 'god bokskap' eller liknande längst ner.
P1159206.JPG,8,,3.6,3.6,Ord! Klokskap!,0.4,Mach fantastiskt bycke Jonas läser dikter (namn/titel överst). Möjlig kantanteckning: 'god bokskap' eller liknande längst ner.
P1159209.JPG,1,Depression Rymden,2.5,2.5,lästes för snabbt,0.75,Jonas läser dikter
P1159209.JPG,2,Jag väntade på ett hålen,3.5,3.5,,0.6,Jonas läser dikter
P1159209.JPG,3,"Recept ""Di bleu da""",3.7,3.7,,0.6,Jonas läser dikter
P1159209.JPG,4,Läckerbeck Entusiasm,4,4,Älskar innehållet,0.5,Jonas läser dikter
P1159209.JPG,5,Hela havut sfärman Språklunarater *,3.5,3.5,,0.5,Jonas läser dikter
P1159209.JPG,6,Språkpolitiken,4,4,Fantastiskt framfört,0.65,Jonas läser dikter
P1159209.JPG,7,"""Jag ville nåla så dig"" *",3,3,,0.6,Jonas läser dikter
P1159209.JPG,8,Träffade en man,3,3,Lite tråkigt framfört men bra innehåll,0.4,Jonas läser dikter
P1159210.JPG,1,nattbild,4,4,både rolig o allvarlig!,0.7,"Jonas läser dikter
Du har verkligen talefs änva? Också..."
P1159210.JPG,2,Väntan,"3,5","3,5",till Kalle?,0.8,"Jonas läser dikter
Du har verkligen talefs änva? Också..."
P1159210.JPG,3,recept.,"3,8","3,8",lite Hellsing!,0.75,"Jonas läser dikter
Du har verkligen talefs änva? Också..."
P1159210.JPG,4,läkarbesök,"4,5","4,5",Kanon!,0.8,"Jonas läser dikter
Du har verkligen talefs änva? Också..."
P1159210.JPG,5,Hela havet stormas,"4,8","4,8",Kör den här i Sthlm!,0.65,"Jonas läser dikter
Du har verkligen talefs änva? Också..."
P1159210.JPG,6,Spökpolisen,4,4,Kul m rösterna!,0.75,"Jonas läser dikter
Du har verkligen talefs änva? Också..."
P1159210.JPG,7,Drunkna instrument,"4,2","4,2",,0.7,"Jonas läser dikter
Du har verkligen talefs änva? Också..."
P1159210.JPG,8,Nu måste,"4,3","4,3",Jonas lade in denna,0.65,"Jonas läser dikter
Du har verkligen talefs änva? Också..."
